#filename	date	concept	concept_num	SemanticType	category
26141150	2015-09-19	Escherichia coli	1	Bacterium	Material_species
26141150	2015-09-19	Producer	1	Human	Material_species
26141150	2015-09-19	Metabolic Engineering	1	Molecular Biology Research Technique	Method_Activity
26141150	2015-09-19	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25360777	2014-11-01	Short Hairpin RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25360777	2014-11-01	T-Lymphocyte	1	Cell	Material_OTC
25360777	2014-11-01	Transfection	1	Molecular Biology Research Technique	Method_Activity
25360777	2014-11-01	Homo sapiens	1	Human	Material_species
25360777	2014-11-01	Mammalian Cell	1	Cell	Material_OTC
25360777	2014-11-01	CD4 Expressing Cell Count	1	Laboratory Procedure	Method_procedure
25360777	2014-11-01	Sensory Receptor Cells	1	Cell Component	Material_OTC
25360777	2014-11-01	Solocyte	2	Cell	Material_OTC
25360777	2014-11-01	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26748756	2016-01-11	Homo sapiens	2	Human	Material_species
26748756	2016-01-11	Knock-out	1	Experimental Model of Disease	Method_Activity
26748756	2016-01-11	Pluripotent Stem Cells	2	Cell	Material_OTC
26748756	2016-01-11	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
26748756	2016-01-11	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26375504	2015-12-25	Disseminated Intravascular Coagulation	1	Disease or Syndrome	Disease_pathologic
26375504	2015-12-25	Sus scrofa domestica	1	Mammal	Material_species
26375504	2015-12-25	Immunohistochemical	1	Laboratory Procedure	Method_procedure
26375504	2015-12-25	Sus scrofa	3	Mammal	Material_species
26375504	2015-12-25	Endothelial Cells	3	Cell	Material_OTC
26375504	2015-12-25	Endothelium	4	Tissue	Material_OTC
26375504	2015-12-25	Xenograft procedure	4	Therapeutic or Preventive Procedure	Method_Activity
26375504	2015-12-25	Solid organ	1	Body Part, Organ, or Organ Component	Material_OTC
26375504	2015-12-25	Blood Platelets	15	Cell	Material_OTC
26375504	2015-12-25	use studies	1	Research Activity	Method_Activity
26375504	2015-12-25	Homo sapiens	12	Human	Material_species
26375504	2015-12-25	Liver	2	Body Part, Organ, or Organ Component	Material_OTC
26375504	2015-12-25	GGTA1P gene	4	Gene or Genome	Material_gene
26375504	2015-12-25	Perfusion (procedure)	1	Therapeutic or Preventive Procedure	Method_Activity
26375504	2015-12-25	Family suidae	11	Mammal	Material_species
26375504	2015-12-25	Inferior vena cava structure	1	Body Part, Organ, or Organ Component	Material_OTC
26375504	2015-12-25	Microscopy, Confocal	2	Laboratory Procedure	Method_procedure
26375504	2015-12-25	Kidney	6	Body Part, Organ, or Organ Component	Material_OTC
26375504	2015-12-25	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27232487	2016-05-28	Knock-out	1	Experimental Model of Disease	Method_Activity
27232487	2016-05-28	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26033863	2015-08-14	This (eukaryote)	1	Eukaryote	Material_species
26033863	2015-08-14	Massively-Parallel Sequencing	1	Molecular Biology Research Technique	Method_Activity
26033863	2015-08-14	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26814166	2016-01-27	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26814166	2016-01-27	Induced Pluripotent Stem Cells	6	Cell	Material_OTC
26814166	2016-01-27	Surgical repair	1	Therapeutic or Preventive Procedure	Method_Activity
26814166	2016-01-27	Wild Type	1	Gene or Genome	Material_gene
26814166	2016-01-27	Photoreceptor degeneration	1	Disease or Syndrome	Disease_pathologic
26814166	2016-01-27	Disease-causing Mutation	1	Cell or Molecular Dysfunction	Disease_pathologic
26814166	2016-01-27	Therapeutic immunosuppression	1	Therapeutic or Preventive Procedure	Method_Activity
26814166	2016-01-27	Microbial culture (procedure)	1	Laboratory Procedure	Method_procedure
26814166	2016-01-27	RPGR gene	2	Gene or Genome	Material_gene
26814166	2016-01-27	Fibroblasts	2	Cell	Material_OTC
26814166	2016-01-27	Show	1	Animal	Material_species
26814166	2016-01-27	Retinal Diseases	2	Disease or Syndrome	Disease_pathologic
26814166	2016-01-27	Transplanted tissue	1	Tissue	Material_OTC
24848337	2014-06-26	Zebrafish	2	Fish	Material_species
24848337	2014-06-26	Bacteria	1	Bacterium	Material_species
24848337	2014-06-26	S1PR2 gene	1	Gene or Genome	Material_gene
24848337	2014-06-26	SPNS2 gene	2	Gene or Genome	Material_gene
24848337	2014-06-26	Hypopigmentation disorder	1	Disease or Syndrome	Disease_pathologic
24848337	2014-06-26	Heart	1	Body Part, Organ, or Organ Component	Material_OTC
24848337	2014-06-26	TYR gene	1	Gene or Genome	Material_gene
24848337	2014-06-26	Melanophores	1	Cell	Material_OTC
24848337	2014-06-26	Chromosomal translocation	1	Cell or Molecular Dysfunction	Disease_pathologic
24848337	2014-06-26	Structure of retinal pigment epithelium	1	Body Part, Organ, or Organ Component	Material_OTC
24848337	2014-06-26	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27160350	2016-05-21	Detection of virus procedure	1	Laboratory Procedure	Method_procedure
27160350	2016-05-21	Zika virus (organism)	3	Virus	Material_species
27160350	2016-05-21	RNA amplification	1	Molecular Biology Research Technique	Method_Activity
27160350	2016-05-21	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27160350	2016-05-21	Viremia	1	Disease or Syndrome	Disease_pathologic
27160350	2016-05-21	Dengue Virus	1	Virus	Material_species
27160350	2016-05-21	Macaca	1	Mammal	Material_species
27160350	2016-05-21	Solocyte	1	Cell	Material_OTC
27160350	2016-05-21	simple sample	1	Research Activity	Method_Activity
27160350	2016-05-21	Freeze Drying	1	Laboratory Procedure	Method_procedure
27160350	2016-05-21	molecular diagnostics (lab procedure)	1	Laboratory Procedure	Method_procedure
27160350	2016-05-21	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27297885	2016-07-26	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27297885	2016-07-26	Retinal Cone	1	Cell	Material_OTC
27297885	2016-07-26	mutant	4	Cell or Molecular Dysfunction	Disease_pathologic
27297885	2016-07-26	POFUT1 gene	2	Gene or Genome	Material_gene
27297885	2016-07-26	Knock-out	7	Experimental Model of Disease	Method_Activity
27297885	2016-07-26	Extracellular Matrix	1	Tissue	Material_OTC
27297885	2016-07-26	Mus	3	Mammal	Material_species
27297885	2016-07-26	POFUT2 gene	15	Gene or Genome	Material_gene
27297885	2016-07-26	Cyclic AMP Response Element	1	Gene or Genome	Material_gene
27297885	2016-07-26	CD40LG wt Allele	2	Gene or Genome	Material_gene
27297885	2016-07-26	Giant Cells	1	Cell	Material_OTC
27297885	2016-07-26	ADAMTS9 gene	15	Gene or Genome	Material_gene
27297885	2016-07-26	Epithelium	1	Tissue	Material_OTC
27297885	2016-07-26	Bowman Membrane	1	Body Part, Organ, or Organ Component	Material_OTC
27297885	2016-07-26	THBS2 gene	1	Gene or Genome	Material_gene
26879140	2016-03-15	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
26879140	2016-03-15	Show	1	Animal	Material_species
26879140	2016-03-15	This (eukaryote)	1	Eukaryote	Material_species
26879140	2016-03-15	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
26879140	2016-03-15	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25362885	2015-03-30	Chromosomes, Human	1	Cell Component	Material_OTC
25362885	2015-03-30	Show	1	Animal	Material_species
25362885	2015-03-30	Chromosomal deoxyribonucleic acid	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25362885	2015-03-30	DNA Breaks, Double-Stranded	1	Cell or Molecular Dysfunction	Disease_pathologic
25362885	2015-03-30	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27462920	2016-07-27	Liver parenchyma	1	Body Part, Organ, or Organ Component	Material_OTC
27462920	2016-07-27	Malignant neoplasm of liver	4	Neoplastic Process	Disease_pathologic
27462920	2016-07-27	Knock-out	1	Experimental Model of Disease	Method_Activity
27462920	2016-07-27	Chemotherapy Regimen	2	Therapeutic or Preventive Procedure	Method_Activity
27462920	2016-07-27	Cell Invasion	1	Pathologic Function	Disease_pathologic
27462920	2016-07-27	CTNNB1 gene	1	Gene or Genome	Material_gene
27462920	2016-07-27	Liver	2	Body Part, Organ, or Organ Component	Material_OTC
27462920	2016-07-27	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25140704	2014-08-21	Neurons	1	Cell	Material_OTC
25140704	2014-08-21	Pyramidal Cells	1	Cell	Material_OTC
25140704	2014-08-21	Gene Knockout Techniques	2	Molecular Biology Research Technique	Method_Activity
25140704	2014-08-21	Knock-out	1	Experimental Model of Disease	Method_Activity
25140704	2014-08-21	Mus	1	Mammal	Material_species
25140704	2014-08-21	Lanugo	1	Body Part, Organ, or Organ Component	Material_OTC
25140704	2014-08-21	Genomic DNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25140704	2014-08-21	GRIN1 gene	2	Gene or Genome	Material_gene
25140704	2014-08-21	Show	1	Animal	Material_species
25140704	2014-08-21	Entire brain	1	Body Part, Organ, or Organ Component	Material_OTC
25140704	2014-08-21	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27122606	2016-06-15	fully spanning the plasma membrane	1	Cell Component	Material_OTC
27122606	2016-06-15	GOLPH3 gene	1	Gene or Genome	Material_gene
27122606	2016-06-15	Transport Vesicles	1	Cell Component	Material_OTC
27122606	2016-06-15	Knock-out	2	Experimental Model of Disease	Method_Activity
27122606	2016-06-15	Saccharomyces cerevisiae	1	Fungus	Material_species
27122606	2016-06-15	HeLa Cells	2	Cell	Material_OTC
27122606	2016-06-15	Solocyte	1	Cell	Material_OTC
27122606	2016-06-15	Endoplasmic Reticulum	1	Cell Component	Material_OTC
27122606	2016-06-15	Cytoplasmic matrix	2	Cell Component	Material_OTC
27122606	2016-06-15	Show	2	Animal	Material_species
27122606	2016-06-15	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26632489	2016-01-23	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26632489	2016-01-23	NODAL gene	1	Gene or Genome	Material_gene
26632489	2016-01-23	Sea urchin (invertebrate)	5	Eukaryote	Material_species
26632489	2016-01-23	Longitudinal Studies	1	Research Activity	Method_Activity
26632489	2016-01-23	Morpholinos	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26632489	2016-01-23	Biological Models	1	Research Device	Method_device
26632489	2016-01-23	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25541967	2014-12-27	Short Hairpin RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25541967	2014-12-27	Human immunodeficiency virus 1 RNA	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25541967	2014-12-27	Genus: Lentivirus group	2	Virus	Material_species
25541967	2014-12-27	Homo sapiens	1	Human	Material_species
25541967	2014-12-27	CD4 Positive T Lymphocytes	1	Cell	Material_OTC
25541967	2014-12-27	CCR5 gene	13	Gene or Genome	Material_gene
25541967	2014-12-27	HIV-1	5	Virus	Material_species
25541967	2014-12-27	R5	2	Virus	Material_species
25541967	2014-12-27	CD4 Expressing Cell Count	1	Laboratory Procedure	Method_procedure
25541967	2014-12-27	Show	1	Animal	Material_species
25541967	2014-12-27	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25541967	2014-12-27	Human immunodeficiency virus I infection	1	Disease or Syndrome	Disease_pathologic
25541967	2014-12-27	Cloning Vectors	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
20180320	2016-01-01	DUOXA1 gene	4	Gene or Genome	Material_gene
20180320	2016-01-01	Glucose concentration, test strip measurement	1	Laboratory Procedure	Method_procedure
20180320	2016-01-01	Rhodobacter sphaeroides	1	Bacterium	Material_species
20180320	2016-01-01	Clostridium saccharoperbutylacetonicum	1	Bacterium	Material_species
20180320	2016-01-01	Clostridium	1	Bacterium	Material_species
20180320	2016-01-01	CSN1S1 gene	2	Gene or Genome	Material_gene
20180320	2016-01-01	bony process	2	Body Part, Organ, or Organ Component	Material_OTC
20180320	2016-01-01	FGFR1 gene	4	Gene or Genome	Material_gene
26346620	2015-09-08	CLOCK gene	1	Gene or Genome	Material_gene
26346620	2015-09-08	CEP135 gene	1	Gene or Genome	Material_gene
26346620	2015-09-08	Mice, Knockout	1	Mammal	Material_species
26346620	2015-09-08	mutant	3	Cell or Molecular Dysfunction	Disease_pathologic
26346620	2015-09-08	A Mouse	1	Mammal	Material_species
26346620	2015-09-08	Hypopigmentation disorder	1	Disease or Syndrome	Disease_pathologic
26346620	2015-09-08	SRD5A3 gene	1	Gene or Genome	Material_gene
26346620	2015-09-08	Implantation procedure	3	Therapeutic or Preventive Procedure	Method_Activity
26346620	2015-09-08	Laboratory mice	2	Mammal	Material_species
26346620	2015-09-08	Gene Expression Analysis	1	Molecular Biology Research Technique	Method_Activity
26346620	2015-09-08	Show	1	Animal	Material_species
26346620	2015-09-08	EXOC1 gene	6	Gene or Genome	Material_gene
26346620	2015-09-08	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27721502	2016-01-01	Neurons	3	Cell	Material_OTC
27721502	2016-01-01	Dementia	1	Mental or Behavioral Dysfunction	Disease_pathologic
27721502	2016-01-01	Nerve Degeneration	1	Cell or Molecular Dysfunction	Disease_pathologic
27721502	2016-01-01	Electric stimulation technique	1	Therapeutic or Preventive Procedure	Method_Activity
27721502	2016-01-01	MAPT gene	3	Gene or Genome	Material_gene
27721502	2016-01-01	Abnormal degeneration	1	Pathologic Function	Disease_pathologic
27721502	2016-01-01	NEUROG2 gene	1	Gene or Genome	Material_gene
27721502	2016-01-01	Active Control	1	Research Activity	Method_Activity
27721502	2016-01-01	Pluripotent Stem Cells	1	Cell	Material_OTC
27721502	2016-01-01	Atrophic	1	Pathologic Function	Disease_pathologic
27721502	2016-01-01	Augmentation procedure	1	Therapeutic or Preventive Procedure	Method_Activity
27721502	2016-01-01	Tauopathies	10	Disease or Syndrome	Disease_pathologic
27721502	2016-01-01	Neurodegenerative Disorders	1	Disease or Syndrome	Disease_pathologic
27721502	2016-01-01	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27721502	2016-01-01	Lobe of brain	1	Body Part, Organ, or Organ Component	Material_OTC
27721502	2016-01-01	Show	1	Animal	Material_species
27721502	2016-01-01	Frontotemporal Lobar Degeneration	8	Mental or Behavioral Dysfunction	Disease_pathologic
25038777	2015-01-06	Streptococcus thermophilus	1	Bacterium	Material_species
25038777	2015-01-06	Escherichia coli	1	Bacterium	Material_species
25038777	2015-01-06	Show	1	Animal	Material_species
27599367	2016-09-06	Arabidopsis	1	Plant	Material_species
27599367	2016-09-06	Glycosyltransferase Gene	1	Gene or Genome	Material_gene
27599367	2016-09-06	mutant	3	Cell or Molecular Dysfunction	Disease_pathologic
27599367	2016-09-06	RBPJ gene	2	Gene or Genome	Material_gene
27599367	2016-09-06	Show	1	Animal	Material_species
27599367	2016-09-06	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25843425	2015-05-07	circular nucleus	1	Body Part, Organ, or Organ Component	Material_OTC
25843425	2015-05-07	Bacteria	1	Bacterium	Material_species
25843425	2015-05-07	Hepatitis B virus 2	1	Virus	Material_species
25843425	2015-05-07	Hepatitis B, Chronic	2	Disease or Syndrome	Disease_pathologic
25843425	2015-05-07	Major Treatments	1	Therapeutic or Preventive Procedure	Method_Activity
25843425	2015-05-07	Genomic DNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25843425	2015-05-07	Liver Cirrhosis	1	Disease or Syndrome	Disease_pathologic
25843425	2015-05-07	MIR7-3HG gene	1	Gene or Genome	Material_gene
25843425	2015-05-07	nucleotide analog	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25843425	2015-05-07	Hepatocyte	2	Cell	Material_OTC
25843425	2015-05-07	Hep G2 Cells	1	Cell	Material_OTC
25843425	2015-05-07	Liver	1	Body Part, Organ, or Organ Component	Material_OTC
25843425	2015-05-07	Cell Nucleus	2	Cell Component	Material_OTC
25843425	2015-05-07	Structure of vein of tail	1	Body Part, Organ, or Organ Component	Material_OTC
25843425	2015-05-07	Hepatitis B Virus	10	Virus	Material_species
25843425	2015-05-07	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25843425	2015-05-07	Liver carcinoma	1	Neoplastic Process	Disease_pathologic
27530248	2016-08-17	Rats, Transgenic	4	Mammal	Material_species
27530248	2016-08-17	SIRPA gene	4	Gene or Genome	Material_gene
27530248	2016-08-17	Homo sapiens	6	Human	Material_species
27530248	2016-08-17	Rattus	2	Mammal	Material_species
27530248	2016-08-17	Germ Line	1	Cell	Material_OTC
27530248	2016-08-17	Immune System Diseases	1	Disease or Syndrome	Disease_pathologic
27530248	2016-08-17	Immunodeficient Mouse	1	Mammal	Material_species
27530248	2016-08-17	LARGE gene	1	Gene or Genome	Material_gene
27530248	2016-08-17	Show	2	Animal	Material_species
27530248	2016-08-17	Gene Transfer Techniques	3	Research Activity	Method_Activity
27530248	2016-08-17	modeling	1	Research Activity	Method_Activity
27530248	2016-08-17	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26766440	2016-01-15	Genomic Profile	1	Laboratory Procedure	Method_procedure
26766440	2016-01-15	Homo sapiens	1	Human	Material_species
26766440	2016-01-15	Hematopoietic stem cells	2	Cell	Material_OTC
26766440	2016-01-15	SLC25A37 gene	1	Gene or Genome	Material_gene
26766440	2016-01-15	Adult Stem Cells	2	Cell	Material_OTC
26766440	2016-01-15	GATA2 gene	1	Gene or Genome	Material_gene
26766440	2016-01-15	Enhancer of transcription	15	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26766440	2016-01-15	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27250031	2016-06-02	cancer therapy	1	Therapeutic or Preventive Procedure	Method_Activity
27250031	2016-06-02	Clustered Regularly Interspaced Short Palindromic Repeats	8	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26887506	2016-02-18	Recombinant DNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26887506	2016-02-18	Gene Knock-In Techniques	1	Molecular Biology Research Technique	Method_Activity
26887506	2016-02-18	Genus: Lentivirus group	1	Virus	Material_species
26887506	2016-02-18	Laboratory mice	1	Mammal	Material_species
26887506	2016-02-18	GAL gene	4	Gene or Genome	Material_gene
26887506	2016-02-18	Cloning	1	Research Activity	Method_Activity
26887506	2016-02-18	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27042825	2016-04-05	Gel Electrophoresis (lab technique)	1	Laboratory Procedure	Method_procedure
27042825	2016-04-05	Human immunodeficiency virus I infection	1	Disease or Syndrome	Disease_pathologic
27042825	2016-04-05	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	1	Neoplastic Process	Disease_pathologic
27042825	2016-04-05	human cell line	2	Cell	Material_OTC
27042825	2016-04-05	HEK293 Cells	3	Cell	Material_OTC
27042825	2016-04-05	Homo sapiens	3	Human	Material_species
27042825	2016-04-05	CD4 Positive T Lymphocytes	1	Cell	Material_OTC
27042825	2016-04-05	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
27042825	2016-04-05	Renal Tissue	2	Tissue	Material_OTC
27042825	2016-04-05	breast adenocarcinoma	1	Neoplastic Process	Disease_pathologic
27042825	2016-04-05	HIV-1	1	Virus	Material_species
27042825	2016-04-05	CD4 Expressing Cell Count	1	Laboratory Procedure	Method_procedure
27042825	2016-04-05	Polymerase Chain Reaction	1	Molecular Biology Research Technique	Method_Activity
27042825	2016-04-05	EPHA3 wt Allele	3	Gene or Genome	Material_gene
27042825	2016-04-05	Epithelial cell of renal tubule	1	Cell	Material_OTC
27042825	2016-04-05	Adult T-Cell Lymphoma/Leukemia	1	Neoplastic Process	Disease_pathologic
27042825	2016-04-05	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26383982	2015-09-19	Archaea	1	Archaeon	Material_species
26383982	2015-09-19	Neoplasms	3	Neoplastic Process	Disease_pathologic
26383982	2015-09-19	Cytotoxic Chemotherapy	1	Therapeutic or Preventive Procedure	Method_Activity
26383982	2015-09-19	applied research	1	Research Activity	Method_Activity
26383982	2015-09-19	genetic technology	1	Molecular Biology Research Technique	Method_Activity
26383982	2015-09-19	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27767096	2016-01-01	Neurons	2	Cell	Material_OTC
27767096	2016-01-01	Mitochondria	4	Cell Component	Material_OTC
27767096	2016-01-01	Caenorhabditis elegans	1	Eukaryote	Material_species
27767096	2016-01-01	Interneurons	1	Cell	Material_OTC
27767096	2016-01-01	Show	1	Animal	Material_species
27767096	2016-01-01	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27313592	2016-06-17	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27313592	2016-06-17	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
27313592	2016-06-17	basic research	1	Research Activity	Method_Activity
27313592	2016-06-17	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26673779	2016-01-22	Medical Research activity	1	Research Activity	Method_Activity
26673779	2016-01-22	Knock-out	1	Experimental Model of Disease	Method_Activity
26673779	2016-01-22	Genetic Research	1	Research Activity	Method_Activity
26673779	2016-01-22	Clustered Regularly Interspaced Short Palindromic Repeats	8	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26701310	2016-03-12	Molecular Genetic Technique	1	Molecular Biology Research Technique	Method_Activity
26701310	2016-03-12	Pichia	1	Fungus	Material_species
26701310	2016-03-12	Saccharomyces cerevisiae	3	Fungus	Material_species
26701310	2016-03-12	Yeast Model System	1	Research Activity	Method_Activity
26701310	2016-03-12	Pichia angusta	1	Fungus	Material_species
26701310	2016-03-12	Enthesitis-Related Arthritis	1	Disease or Syndrome	Disease_pathologic
26701310	2016-03-12	Yarrowia lipolytica	1	Fungus	Material_species
26701310	2016-03-12	Kluyveromyces lactis	1	Fungus	Material_species
26701310	2016-03-12	Yeasts	1	Fungus	Material_species
27061764	2016-05-27	pests	2	Animal	Material_species
27061764	2016-05-27	Plague	1	Disease or Syndrome	Disease_pathologic
27061764	2016-05-27	Polymerase chain reaction analysis	1	Laboratory Procedure	Method_procedure
27061764	2016-05-27	Insecta	1	Eukaryote	Material_species
27061764	2016-05-27	Spodoptera litura	1	Eukaryote	Material_species
27061764	2016-05-27	Order Coleoptera	1	Eukaryote	Material_species
27061764	2016-05-27	Litura	5	Eukaryote	Material_species
27061764	2016-05-27	Show	1	Animal	Material_species
27061764	2016-05-27	Lepidoptera	1	Eukaryote	Material_species
27061764	2016-05-27	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27179759	2016-05-16	Wild Type	2	Gene or Genome	Material_gene
27179759	2016-05-16	Renal Tissue	1	Tissue	Material_OTC
27179759	2016-05-16	Immortalization	3	Molecular Biology Research Technique	Method_Activity
27179759	2016-05-16	Homo sapiens	5	Human	Material_species
27179759	2016-05-16	EPHA3 wt Allele	1	Gene or Genome	Material_gene
27179759	2016-05-16	Knock-out	6	Experimental Model of Disease	Method_Activity
27179759	2016-05-16	primary tumor	1	Neoplastic Process	Disease_pathologic
27179759	2016-05-16	Tumor cells, malignant	1	Cell	Material_OTC
27179759	2016-05-16	Undifferentiated Malignant Neoplasm	1	Neoplastic Process	Disease_pathologic
27179759	2016-05-16	Neoplasms	1	Neoplastic Process	Disease_pathologic
27179759	2016-05-16	Fibroblasts	9	Cell	Material_OTC
27179759	2016-05-16	Epithelial cell of renal tubule	2	Cell	Material_OTC
27179759	2016-05-16	Show	2	Animal	Material_species
27179759	2016-05-16	Exosomes	2	Cell Component	Material_OTC
27179759	2016-05-16	Other cells	1	Cell	Material_OTC
27179759	2016-05-16	Neoplasm Metastasis	1	Neoplastic Process	Disease_pathologic
27179759	2016-05-16	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27543296	2016-08-27	Polymerase Chain Reaction	1	Molecular Biology Research Technique	Method_Activity
27543296	2016-08-27	Zosteropidae	1	Bird	Material_species
27543296	2016-08-27	Streptococcus pyogenes	1	Bacterium	Material_species
27543296	2016-08-27	Wild Type	1	Gene or Genome	Material_gene
27543296	2016-08-27	mutant	2	Cell or Molecular Dysfunction	Disease_pathologic
27543296	2016-08-27	Entire eye	2	Body Part, Organ, or Organ Component	Material_OTC
27543296	2016-08-27	Drosophila melanogaster	1	Eukaryote	Material_species
27543296	2016-08-27	Redness of eye	1	Sign or Symptom	Disease_Symptom
27543296	2016-08-27	Fly (organism)	1	Eukaryote	Material_species
27543296	2016-08-27	Show	2	Animal	Material_species
27543296	2016-08-27	DNA Breaks, Double-Stranded	1	Cell or Molecular Dysfunction	Disease_pathologic
27543296	2016-08-27	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26842991	2016-02-04	Bacteria	1	Bacterium	Material_species
26842991	2016-02-04	Diploid Cell	1	Cell	Material_OTC
26842991	2016-02-04	Archaea	1	Archaeon	Material_species
26842991	2016-02-04	RNA, Untranslated	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26842991	2016-02-04	Cell Invasion	1	Pathologic Function	Disease_pathologic
26842991	2016-02-04	Germ Cells	1	Cell	Material_OTC
26842991	2016-02-04	Protoplasts	1	Cell	Material_OTC
26842991	2016-02-04	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
26842991	2016-02-04	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26842992	2016-02-04	Centromere	1	Cell Component	Material_OTC
26842992	2016-02-04	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
26842992	2016-02-04	Nucleic acid sequencing	1	Laboratory Procedure	Method_procedure
26842992	2016-02-04	Heterochromatic genes	1	Cell Component	Material_OTC
26842992	2016-02-04	Genomic DNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26842992	2016-02-04	Seedlings	2	Plant	Material_species
26842992	2016-02-04	Protoplasts	3	Cell	Material_OTC
26842992	2016-02-04	Show	2	Animal	Material_species
